Episode_reward,Loss,episode
12.0,inf,0
39.0,0.5968765616416931,5
10.0,0.16437163949012756,10
8.0,0.8609060645103455,15
10.0,4.647477149963379,20
15.0,0.37436389923095703,25
18.0,1.042937159538269,30
32.0,0.25837475061416626,35
16.0,1.1858779191970825,40
29.0,0.13475389778614044,45
36.0,0.8968307375907898,50
75.0,0.09517502039670944,55
66.0,5.1964287757873535,60
169.0,0.8814995288848877,65
200.0,0.04609198123216629,70
200.0,0.07762521505355835,75
98.0,1.7214298248291016,80
66.0,0.02651367150247097,85
48.0,2.0342352390289307,90
89.0,0.04153415188193321,95
65.0,0.013355078175663948,100
90.0,0.026795051991939545,105
72.0,0.021573634818196297,110
106.0,0.02679624781012535,115
110.0,0.010724630206823349,120
200.0,0.9347834587097168,125
200.0,2.6067371368408203,130
200.0,0.03422386199235916,135
173.0,0.023121735081076622,140
74.0,0.03360900655388832,145
107.0,0.0349336713552475,150
105.0,3.056359052658081,155
89.0,1.5287914276123047,160
176.0,0.04428096488118172,165
156.0,0.020566236227750778,170
200.0,0.009313585236668587,175
200.0,0.011389960534870625,180
200.0,0.03430327773094177,185
200.0,0.03263617306947708,190
200.0,0.01683700643479824,195
200.0,0.022440128028392792,200
200.0,0.12438426911830902,205
199.0,0.02578575909137726,210
200.0,0.011934514157474041,215
200.0,0.016942474991083145,220
97.0,0.01568945124745369,225
114.0,0.12535057961940765,230
94.0,0.03555770218372345,235
200.0,0.04525809735059738,240
200.0,0.017689408734440804,245
200.0,0.0067247869446873665,250
200.0,0.07176659256219864,255
200.0,0.08657388389110565,260
141.0,0.033294644206762314,265
121.0,0.028403853997588158,270
200.0,2.290412664413452,275
200.0,0.02531827799975872,280
200.0,5.504024505615234,285
178.0,0.08186638355255127,290
200.0,0.08797675371170044,295
200.0,0.020431581884622574,300
132.0,5.576883316040039,305
200.0,4.848743438720703,310
200.0,0.016923055052757263,315
200.0,0.02683131955564022,320
124.0,0.015678368508815765,325
177.0,0.03775625675916672,330
137.0,0.05068105831742287,335
140.0,0.40797001123428345,340
166.0,0.02414533495903015,345
155.0,0.01930900663137436,350
164.0,0.011196689680218697,355
176.0,0.004606300499290228,360
167.0,0.0069297803565859795,365
152.0,0.003465760499238968,370
133.0,0.004011339973658323,375
178.0,0.014116533100605011,380
167.0,0.035929497331380844,385
188.0,0.056661978363990784,390
200.0,0.024751631543040276,395
200.0,4.973880290985107,400
168.0,0.09016193449497223,405
131.0,0.05364896357059479,410
143.0,0.03196289390325546,415
175.0,0.010464230552315712,420
137.0,0.043501902371644974,425
155.0,0.037118226289749146,430
124.0,0.013473874889314175,435
145.0,0.03192755952477455,440
200.0,0.02426156774163246,445
122.0,0.026452424004673958,450
162.0,3.928562641143799,455
131.0,0.029229773208498955,460
181.0,0.017442982643842697,465
186.0,0.007039761170744896,470
154.0,0.005024969577789307,475
200.0,0.016365719959139824,480
200.0,5.1473846435546875,485
12.0,0.027667846530675888,490
200.0,1.7594248056411743,495
200.0,0.08335447311401367,500
200.0,0.03457290679216385,505
200.0,0.011456770822405815,510
194.0,0.014004027470946312,515
174.0,0.031052935868501663,520
185.0,0.016657808795571327,525
200.0,0.018321434035897255,530
178.0,0.025208085775375366,535
200.0,0.009419861249625683,540
149.0,0.007532942574471235,545
149.0,0.01075670588761568,550
149.0,0.01898787170648575,555
127.0,0.013626886531710625,560
160.0,1.0664030313491821,565
200.0,0.006966365966945887,570
188.0,0.01090502180159092,575
110.0,0.009709188714623451,580
200.0,0.007233826443552971,585
200.0,5.274221897125244,590
200.0,0.058526113629341125,595
